Block,Month,Year,Season,TotalLegalsRetained,MeanCPUE,TotalShorts,MeanDepth,MaxDepth,MeanNightsInWater,TotalTrapsPulled
813,3,2016,2015-16,242,0.533182023,104,86.66666667,110,5.111111111,453
821,3,2016,2015-16,120,0.361057692,535,116.875,180,4.125,345
822,3,2016,2015-16,100,0.377064159,433,80,180,3.285714286,285
842,3,2016,2015-16,183,0.329940476,973,103.3333333,180,4.166666667,438
860,3,2016,2015-16,240,0.283144021,NA,54.58333333,100,4.083333333,953
652,10,2016,2016-17,1566,0.496114168,NA,33.04,85,2.82,3397
653,10,2016,2016-17,2970,0.383765229,4339,21.41666667,80,NA,6930
654,10,2016,2016-17,5091,0.495819383,7921,24.17391304,90,NA,10951
655,10,2016,2016-17,1687,0.327646055,3461,27.06,258,NA,5167
657,10,2016,2016-17,182,2.07010582,345,28.33333333,60,3.333333333,93
664,10,2016,2016-17,548,0.27774982,NA,37.54545455,45,NA,2316
665,10,2016,2016-17,1076,0.597093371,1159,29.13043478,50,3.260869565,2089
680,10,2016,2016-17,1059,0.437588,1865,48.2,100,3.32,3227
681,10,2016,2016-17,3267,0.734365405,3960,35.34482759,100,3.448275862,4335
683,10,2016,2016-17,298,0.243619094,245,49.83333333,100,4.083333333,1106
684,10,2016,2016-17,3471,0.979494622,760,49.32258065,120,NA,3932
685,10,2016,2016-17,1623,0.461293584,NA,55.36363636,220,NA,3952
686,10,2016,2016-17,347,0.436632224,NA,49.89473684,70,3.368421053,887
687,10,2016,2016-17,1202,0.703794151,385,42.4137931,90,3.24137931,1618
688,10,2016,2016-17,621,0.270825427,NA,30.65853659,60,3.268292683,2357
689,10,2016,2016-17,451,0.415012141,NA,33.83333333,50,3.791666667,1125
708,10,2016,2016-17,2714,0.381999504,NA,43.12658228,200,NA,7832
709,10,2016,2016-17,856,0.430640356,431,38.25531915,70,4,2099
710,10,2016,2016-17,1303,0.479049775,619,30.29824561,80,3.245614035,2735
711,10,2016,2016-17,1299,0.586437301,NA,26.51219512,65,3.390243902,2652
712,10,2016,2016-17,194,0.255631973,NA,29.14285714,50,3.857142857,826
719,10,2016,2016-17,3008,0.425985357,7566,49.80373832,120,3.028037383,7960
720,10,2016,2016-17,3637,0.756449345,9794,58.80392157,150,2.931372549,5156
737,10,2016,2016-17,244,0.242587887,NA,30.625,70,NA,934
738,10,2016,2016-17,1652,0.264409573,10693,32.11111111,70,NA,4927
756,10,2016,2016-17,2823,0.386731655,15460,38.96,70,3.026666667,7239
757,10,2016,2016-17,3509,0.327634376,17398,38.12195122,70,NA,11295
761,10,2016,2016-17,393,0.227070942,4211,42.5,60,NA,1769
762,10,2016,2016-17,1876,0.341895361,4150,47.2,100,NA,5709
765,10,2016,2016-17,1327,0.736645469,608,50.9375,120,3.5,2029
801,10,2016,2016-17,693,0.460755534,2150,33.61290323,50,2.806451613,1438
807,10,2016,2016-17,489,0.378911885,NA,47.03703704,200,NA,1408
813,10,2016,2016-17,528,0.227053639,NA,54.58333333,90,NA,2216
814,10,2016,2016-17,181,0.286861472,78,58.125,95,NA,647
821,10,2016,2016-17,1748,0.372883789,NA,35.07936508,130,3.349206349,4916
822,10,2016,2016-17,1409,0.495785747,5922,35.07692308,60,4.230769231,2616
842,10,2016,2016-17,974,0.415826242,5404,35.04615385,130,4.169230769,2336
849,10,2016,2016-17,576,0.485426377,2532,113.8235294,150,2.823529412,1154
850,10,2016,2016-17,870,0.981096484,17441,114.137931,180,NA,1394
860,10,2016,2016-17,28895,0.520814949,NA,60.09460834,180,NA,55383
652,11,2016,2016-17,855,0.379563159,1442,42.54166667,85,3.375,2897
653,11,2016,2016-17,1256,0.323018368,2033,31.51136364,85,3.761363636,3912
654,11,2016,2016-17,2950,0.42168186,4375,35.2248062,110,3.930232558,7442
655,11,2016,2016-17,1114,0.340342743,2212,30.66666667,258,3.84,2941
665,11,2016,2016-17,1058,0.536193052,907,33.47826087,40,4,1945
680,11,2016,2016-17,655,0.235427156,1644,83.71428571,153,3.952380952,3278
681,11,2016,2016-17,1766,0.389165778,2724,93.65384615,150,4.461538462,4259
683,11,2016,2016-17,233,0.22452381,392,57.75,100,5.25,1100
684,11,2016,2016-17,2164,0.797997786,515,99.35483871,150,4.903225806,4173
685,11,2016,2016-17,2059,0.464701763,NA,67.38636364,260,4.079545455,4677
686,11,2016,2016-17,552,0.463715735,133,53.65384615,70,4.5,1294
687,11,2016,2016-17,543,0.362895342,205,61.5,200,4.333333333,1555
688,11,2016,2016-17,771,0.215444384,367,50.89473684,80,4.368421053,3420
689,11,2016,2016-17,1050,0.321532685,460,53.625,80,4.035714286,3470
708,11,2016,2016-17,2604,0.442455221,NA,55.3875,200,4.0125,7177
709,11,2016,2016-17,710,0.306240287,NA,44.72222222,110,4.037037037,2248
710,11,2016,2016-17,774,0.304589798,NA,38.90196078,80,4.117647059,2391
711,11,2016,2016-17,928,0.244151157,565,39.08928571,80,4.285714286,3609
712,11,2016,2016-17,750,0.2629325,NA,44.88095238,70,4.785714286,3073
719,11,2016,2016-17,3450,0.326970288,7653,69.17985612,185,NA,11022
720,11,2016,2016-17,2017,0.477707821,7792,64.07526882,250,3.311827957,5135
738,11,2016,2016-17,1177,0.266731181,NA,34.04166667,68,NA,4684
739,11,2016,2016-17,183,0.244356472,331,54.75,100,3.3125,920
756,11,2016,2016-17,2257,0.232142533,18145,37.48421053,50,3.042105263,9828
757,11,2016,2016-17,1403,0.18730458,9225,37.9047619,80,NA,8393
761,11,2016,2016-17,42,0.055847402,527,53.63636364,60,2.636363636,846
762,11,2016,2016-17,992,0.265760402,1961,46.75675676,60,3.297297297,3623
765,11,2016,2016-17,3163,0.974973038,NA,65.25,160,NA,3412
767,11,2016,2016-17,111,0.730952381,21,42.66666667,50,3.666666667,145
801,11,2016,2016-17,783,0.37615576,2765,39.85294118,50,3.411764706,2488
807,11,2016,2016-17,100,0.145009205,1912,52.91666667,60,2.666666667,635
813,11,2016,2016-17,1929,0.348407745,619,62.64705882,100,NA,5564
814,11,2016,2016-17,637,0.37408968,229,82.125,120,NA,1685
821,11,2016,2016-17,446,0.297567568,3734,49.18918919,180,3.216216216,1624
822,11,2016,2016-17,503,0.269339598,4095,42.76744186,70,3.395348837,2042
829,11,2016,2016-17,116,0.528634223,1499,85.71428571,180,NA,307
842,11,2016,2016-17,300,0.219936533,3520,61.83673469,150,3.897959184,1573
849,11,2016,2016-17,454,0.470917518,2087,129.3333333,195,NA,1074
850,11,2016,2016-17,772,0.879531431,14451,113.8095238,180,NA,1017
860,11,2016,2016-17,13393,0.353798191,NA,64.23420074,200,NA,39744
867,11,2016,2016-17,214,1.339455128,6681,146.25,180,3.5,161
877,11,2016,2016-17,614,0.395857212,1917,50.28571429,70,4.142857143,2007
652,12,2016,2016-17,521,0.347309944,1128,43.26470588,85,3.323529412,2136
653,12,2016,2016-17,1002,0.300561992,1402,40.38356164,175,3.890410959,3475
654,12,2016,2016-17,1985,0.325111856,2635,52.27184466,180,4.310679612,6200
655,12,2016,2016-17,460,0.261973203,734,33.01923077,80,3.846153846,1697
664,12,2016,2016-17,458,0.65776646,221,38.94736842,45,4.052631579,909
680,12,2016,2016-17,1437,0.368688648,1420,86.83333333,190,4.4,3669
681,12,2016,2016-17,866,0.335097988,1173,96.5,160,5,2185
683,12,2016,2016-17,216,0.277580117,319,51.5625,100,5.375,860
684,12,2016,2016-17,1686,0.740708025,262,120,170,4.681818182,2920
685,12,2016,2016-17,1170,0.317101887,716,82.10909091,240,6.363636364,3262
686,12,2016,2016-17,200,0.218732487,71,54.70588235,70,5.294117647,893
687,12,2016,2016-17,437,0.374913185,185,69.21875,120,4.75,1417
688,12,2016,2016-17,1087,0.387248765,447,56.47727273,90,5.136363636,3103
689,12,2016,2016-17,1449,0.348830287,635,51.61290323,90,4.370967742,3960
707,12,2016,2016-17,157,0.29711637,18,136.9166667,150,4.416666667,501
708,12,2016,2016-17,1572,0.468832588,984,62.7173913,200,5.239130435,3717
709,12,2016,2016-17,807,0.418735817,336,71.86046512,200,4.790697674,2020
710,12,2016,2016-17,947,0.41974627,392,51.11428571,160,5.114285714,2136
711,12,2016,2016-17,670,0.32333274,220,53.66666667,90,6.333333333,1893
712,12,2016,2016-17,689,0.382896072,153,46.44,60,5.72,1979
719,12,2016,2016-17,2221,0.181700751,6929,78.578125,185,3.5078125,11882
720,12,2016,2016-17,897,0.244914163,4402,70.75,150,3.776315789,4094
738,12,2016,2016-17,599,0.198668491,NA,41.19736842,125,3.605263158,3328
739,12,2016,2016-17,72,0.11203373,NA,59.41666667,120,3.5,947
740,12,2016,2016-17,187,0.127047166,2316,106.0416667,130,3.458333333,1521
756,12,2016,2016-17,1762,0.190597089,NA,40.11111111,80,3.211111111,9614
757,12,2016,2016-17,442,0.157576838,NA,40.2826087,60,3.195652174,4399
762,12,2016,2016-17,870,0.244921914,496,50.90909091,90,3.363636364,3235
765,12,2016,2016-17,2703,0.610093088,1360,77.5,130,4.725,4402
801,12,2016,2016-17,408,0.26246663,1869,40.8,50,3.04,1669
807,12,2016,2016-17,62,0.113527799,954,55,60,NA,564
813,12,2016,2016-17,1812,0.297906204,980,82.75510204,260,5.224489796,6714
814,12,2016,2016-17,698,0.354701857,378,92.2,150,4.84,1888
821,12,2016,2016-17,116,0.248644689,874,77.30769231,180,3.153846154,415
822,12,2016,2016-17,230,0.188754473,1816,53.42105263,65,2.894736842,1054
829,12,2016,2016-17,384,1.813037641,2244,138.8888889,210,4.333333333,270
842,12,2016,2016-17,136,0.194074074,1366,68.47222222,180,3.388888889,815
850,12,2016,2016-17,786,1.185193991,11773,181.3888889,240,3.277777778,727
860,12,2016,2016-17,8133,0.285987325,NA,59.54895666,180,NA,29084
867,12,2016,2016-17,230,0.510244602,3302,174.1666667,240,2.416666667,444
877,12,2016,2016-17,368,0.226746485,1138,50.52631579,70,4.210526316,1762
897,12,2016,2016-17,544,0.567846002,149,119.2222222,180,4.111111111,953
652,1,2017,2016-17,263,0.305927545,588,104.6153846,175,3.076923077,1014
653,1,2017,2016-17,942,0.449103162,1089,81.95652174,250,3.891304348,2194
654,1,2017,2016-17,2995,0.589886571,3631,75.13392857,200,4.232142857,5827
655,1,2017,2016-17,673,0.424336139,1330,75.47619048,190,4.095238095,1918
680,1,2017,2016-17,1694,0.361349343,1869,96.20689655,150,4.75862069,4143
681,1,2017,2016-17,651,0.449366013,973,100.6666667,140,6.4,1354
683,1,2017,2016-17,259,0.314705882,341,53.23529412,100,5.117647059,829
684,1,2017,2016-17,3053,1.094400915,586,122.4583333,190,5.291666667,3075
685,1,2017,2016-17,1862,0.479680182,934,89.26229508,240,5.68852459,3802
686,1,2017,2016-17,171,0.300124132,37,70.38461538,90,5.923076923,550
687,1,2017,2016-17,705,0.649683718,369,82.14285714,120,5.214285714,1028
688,1,2017,2016-17,1870,0.633520728,812,73.0952381,120,4.523809524,3327
689,1,2017,2016-17,2420,0.601828188,1018,62.73584906,120,4.849056604,4010
702,1,2017,2016-17,560,0.516967419,635,228.9473684,240,4.315789474,1234
708,1,2017,2016-17,1604,0.399376715,1051,62.18,240,5.06,3804
709,1,2017,2016-17,2117,1.110815246,491,119.4444444,260,8.222222222,1904
710,1,2017,2016-17,1867,1.058437149,655,85.75,200,NA,1878
711,1,2017,2016-17,618,0.66831323,280,59.45454545,90,6.181818182,1192
712,1,2017,2016-17,910,0.474017656,248,61.05263158,120,5.842105263,1912
718,1,2017,2016-17,210,0.368982494,885,52.375,120,3.9375,532
719,1,2017,2016-17,3561,0.35848944,16916,75.30927835,185,4.030927835,9468
720,1,2017,2016-17,1982,0.552814308,24110,80.78688525,175,4.475409836,3237
737,1,2017,2016-17,702,0.998206648,895,57.64705882,100,NA,727
738,1,2017,2016-17,1059,0.36470665,4100,54.25581395,120,NA,3301
740,1,2017,2016-17,268,0.260706888,2312,112.2916667,140,4,1303
756,1,2017,2016-17,1016,0.158973084,6625,40.39705882,65,5.426470588,6045
757,1,2017,2016-17,1492,0.384930299,4097,50.48076923,100,NA,4856
762,1,2017,2016-17,688,0.351079476,194,47,60,3.9,1863
765,1,2017,2016-17,2937,0.810133784,NA,87.56410256,130,NA,4471
801,1,2017,2016-17,417,0.311397615,1911,45.27777778,90,3.388888889,1273
813,1,2017,2016-17,1032,0.269795241,NA,90.17948718,140,5.538461538,4081
814,1,2017,2016-17,712,0.3049175,NA,106.5384615,150,5.153846154,2047
822,1,2017,2016-17,226,0.268547432,1247,78.0952381,180,3.857142857,822
829,1,2017,2016-17,145,0.813636364,1227,217.7777778,240,4.222222222,196
842,1,2017,2016-17,302,0.370592785,1757,102.6,180,4.28,845
849,1,2017,2016-17,179,0.643243402,831,212,240,5,278
850,1,2017,2016-17,426,0.829538038,10775,207.2727273,250,3.681818182,510
860,1,2017,2016-17,4907,0.33495522,37964,62.42156863,240,4.24754902,15516
867,1,2017,2016-17,237,0.91511544,2184,219.0909091,250,3.363636364,285
877,1,2017,2016-17,599,0.335328095,2286,56.31578947,80,4.421052632,1926
653,2,2017,2016-17,707,0.658902029,377,77.27272727,100,3.863636364,808
654,2,2017,2016-17,1479,0.414620583,2374,82.71014493,160,4.347826087,3682
655,2,2017,2016-17,344,0.554471448,593,54.8,80,4.68,726
680,2,2017,2016-17,1338,0.4468055,1529,120.8,200,5.6,2636
681,2,2017,2016-17,577,0.76720402,811,90,200,4.8,1150
683,2,2017,2016-17,207,0.41940673,181,51.63636364,75,5.818181818,341
684,2,2017,2016-17,1309,0.769752238,402,138.1363636,190,6.272727273,1991
685,2,2017,2016-17,616,0.375471704,418,83.72727273,230,6.03030303,1620
686,2,2017,2016-17,63,0.330542636,48,66,90,6.6,128
687,2,2017,2016-17,574,0.869997704,NA,92.77777778,120,5.055555556,780
688,2,2017,2016-17,1587,0.603996323,NA,76.13157895,140,5.710526316,2691
689,2,2017,2016-17,1907,0.592135517,1075,67.7027027,130,5.081081081,3095
702,2,2017,2016-17,421,0.399558331,507,201.0526316,240,5.526315789,1138
708,2,2017,2016-17,481,0.275057443,495,59.75862069,130,5.482758621,1803
709,2,2017,2016-17,935,0.856833486,270,111,150,5.45,1131
710,2,2017,2016-17,1628,1.064577886,2046,97.68965517,200,6.034482759,1511
711,2,2017,2016-17,649,0.760060908,NA,74.81481481,90,6.148148148,1022
712,2,2017,2016-17,649,0.980971588,204,80,100,6.705882353,1121
719,2,2017,2016-17,2655,0.371574018,5057,75.06097561,100,NA,7316
720,2,2017,2016-17,888,0.327688759,5399,87.30769231,150,4.276923077,2992
738,2,2017,2016-17,463,0.20977706,1920,53.55223881,120,NA,2310
756,2,2017,2016-17,316,0.208095662,3352,40.25641026,70,3.333333333,2567
757,2,2017,2016-17,750,0.358411131,2897,65.03846154,100,NA,1936
762,2,2017,2016-17,382,0.459444444,192,45.55555556,50,4.444444444,940
765,2,2017,2016-17,1535,0.444140471,NA,97.5,160,NA,2813
813,2,2017,2016-17,456,0.270459918,251,105,140,NA,1690
814,2,2017,2016-17,551,0.413521323,309,127.3333333,160,NA,1298
860,2,2017,2016-17,2736,0.344641426,21570,62.9922179,180,NA,8277
653,3,2017,2016-17,287,0.623617336,218,77.08333333,125,5,434
654,3,2017,2016-17,650,0.549831821,988,73.8125,140,4.71875,1216
655,3,2017,2016-17,94,0.459285714,92,50,60,4.285714286,260
680,3,2017,2016-17,1070,0.767309524,1168,168,200,3.9,1145
683,3,2017,2016-17,121,0.364627451,NA,49.2,66,5.4,236
684,3,2017,2016-17,777,0.974583563,217,123.8461538,180,5.923076923,887
685,3,2017,2016-17,538,0.661309916,323,108.4375,220,6.1875,890
688,3,2017,2016-17,1251,0.871351609,NA,52.07142857,95,NA,1454
689,3,2017,2016-17,2133,1.036483886,NA,42.97142857,80,5.4,2089
702,3,2017,2016-17,106,0.309125067,176,203.3333333,240,4.888888889,350
708,3,2017,2016-17,137,0.281093559,109,52.5,110,5.25,418
709,3,2017,2016-17,320,0.728242285,161,153.6363636,250,3.909090909,405
710,3,2017,2016-17,1403,1.925398618,607,95.4,220,6.3,831
711,3,2017,2016-17,322,1.023920197,60,67.5,90,NA,368
712,3,2017,2016-17,330,1.058570804,58,62.5,100,5.75,357
719,3,2017,2016-17,965,0.294998581,NA,66.35384615,100,NA,3917
720,3,2017,2016-17,288,0.191889592,1635,75.71428571,150,NA,1635
738,3,2017,2016-17,84,0.147337576,362,40.20689655,65,NA,659
739,3,2017,2016-17,23,0.121904762,44,84.6,120,NA,130
756,3,2017,2016-17,134,0.234134436,1531,30,70,3.333333333,671
757,3,2017,2016-17,126,0.192354335,NA,39.17391304,100,NA,895
765,3,2017,2016-17,522,0.477627628,179,72.5,130,NA,988
801,3,2017,2016-17,160,0.356843305,725,47.5,60,3.125,491
813,3,2017,2016-17,256,0.309190961,149,110.6666667,220,NA,862
822,3,2017,2016-17,119,0.205568142,894,49.33333333,180,3.333333333,501
860,3,2017,2016-17,830,0.371442772,NA,58.92134831,240,3.359550562,2264
652,10,2017,2017-18,813,1.120845886,1053,28.75,40,4.333333333,779
653,10,2017,2017-18,5007,0.685397442,7521,22.08602151,45,3.64516129,6356
654,10,2017,2017-18,4936,0.63179313,5970,23.14150943,60,3.452830189,7655
655,10,2017,2017-18,951,0.53255211,1277,18.7037037,35,3.222222222,1863
656,10,2017,2017-18,328,0.484825064,184,34.09090909,70,3.727272727,694
664,10,2017,2017-18,969,0.725850615,777,42.25925926,45,3.444444444,1307
665,10,2017,2017-18,3620,0.86397493,3533,33.53061224,45,3.408163265,4515
680,10,2017,2017-18,2518,0.934684877,NA,32.6,60,4.1,3152
681,10,2017,2017-18,2172,0.678595492,5156,33.62068966,60,3.655172414,3031
683,10,2017,2017-18,286,0.372214725,NA,41.95454545,50,4.181818182,760
684,10,2017,2017-18,2371,0.961912583,878,35.35,50,4.2,2681
685,10,2017,2017-18,1275,0.495460568,NA,44.4,100,NA,2546
686,10,2017,2017-18,555,0.710552013,NA,33,50,4.15,974
687,10,2017,2017-18,335,0.490699088,170,31.77777778,60,3.833333333,858
688,10,2017,2017-18,909,0.400587712,483,34.84210526,65,3.684210526,2088
689,10,2017,2017-18,570,0.320575274,NA,35.51851852,60,4.148148148,1684
708,10,2017,2017-18,1275,0.630810982,NA,34.75,75,NA,2368
709,10,2017,2017-18,1394,0.691057271,819,42.22222222,100,3.622222222,2178
710,10,2017,2017-18,1200,0.56361792,785,33.64,60,3.54,2307
711,10,2017,2017-18,1214,0.498951956,802,27.16981132,60,3.735849057,2655
712,10,2017,2017-18,797,0.55002071,262,30,45,3.857142857,1850
719,10,2017,2017-18,8860,0.768471644,14099,50.14285714,99,4.071428571,10960
720,10,2017,2017-18,2764,0.575878737,7341,48.62745098,120,3.078431373,4685
737,10,2017,2017-18,839,0.951039303,2582,34.41176471,40,2.764705882,933
738,10,2017,2017-18,3189,0.565965101,17535,33.44791667,52,NA,5564
756,10,2017,2017-18,8678,1.066740254,NA,38.22321429,90,2.651785714,9176
757,10,2017,2017-18,6116,0.837416361,NA,35.44444444,50,NA,8002
761,10,2017,2017-18,821,0.362175037,5892,36.66666667,50,NA,2083
762,10,2017,2017-18,1779,0.401128116,3203,41.04166667,50,3.541666667,4516
765,10,2017,2017-18,3411,0.724853375,1861,40.26190476,100,4.071428571,4759
801,10,2017,2017-18,716,0.632234744,1032,43.25,50,3,1060
813,10,2017,2017-18,379,0.354892956,205,41.875,50,4.375,933
814,10,2017,2017-18,503,0.827051615,277,53.125,80,4.8125,1104
821,10,2017,2017-18,924,0.724541681,2376,45.64516129,55,3.387096774,1481
822,10,2017,2017-18,1714,0.622617053,8722,37.06976744,50,3.23255814,2953
842,10,2017,2017-18,1796,0.6248759,7803,31.2,50,3.226666667,2756
849,10,2017,2017-18,882,0.660491707,7110,95.29411765,120,4,1350
850,10,2017,2017-18,587,0.92616613,7979,128,170,2.8,987
860,10,2017,2017-18,32003,0.762340187,NA,55.80641184,200,NA,46386
867,10,2017,2017-18,739,0.993743636,6302,119.65,165,3.5,1117
877,10,2017,2017-18,3515,0.747400773,15329,45.72131148,100,3.049180328,4887
652,11,2017,2017-18,655,0.447556158,882,28.80952381,40,4.476190476,1266
653,11,2017,2017-18,2271,0.483415578,2789,29.62068966,88,4.327586207,3968
654,11,2017,2017-18,3521,0.478030472,3475,29.35294118,60,4.470588235,6091
656,11,2017,2017-18,434,0.444011965,295,46.94444444,70,4.388888889,1096
664,11,2017,2017-18,709,0.627139458,669,42.90909091,45,4.454545455,1156
665,11,2017,2017-18,2230,0.611221243,2990,37.84444444,70,3.933333333,3868
680,11,2017,2017-18,1046,0.29849479,1956,41.48148148,70,5.814814815,3390
681,11,2017,2017-18,858,0.404396825,2156,37.5,60,4.25,2417
683,11,2017,2017-18,148,0.281165936,87,49.9375,75,5.375,499
684,11,2017,2017-18,2420,0.801182164,NA,51.5,170,5.294117647,3608
686,11,2017,2017-18,262,0.250836435,53,46.66666667,60,5.055555556,1139
687,11,2017,2017-18,606,0.438558779,306,48.79310345,90,NA,1415
688,11,2017,2017-18,1235,0.409456834,625,45.57407407,65,4.611111111,2685
689,11,2017,2017-18,1449,0.494424879,NA,45.44230769,75,4.653846154,3023
709,11,2017,2017-18,1098,0.274196656,711,51.96969697,160,4.363636364,4172
710,11,2017,2017-18,1045,0.353581959,720,36.76666667,120,4.416666667,3153
711,11,2017,2017-18,1276,0.396261788,826,28.38709677,130,4.774193548,3422
712,11,2017,2017-18,854,0.356814288,247,39.14285714,60,4.6,2370
719,11,2017,2017-18,2980,0.361209854,4397,55.57831325,100,4.843373494,8680
720,11,2017,2017-18,1652,0.425789578,3893,37.1147541,82,NA,3891
737,11,2017,2017-18,282,0.272663142,1477,30.47826087,40,3.304347826,959
738,11,2017,2017-18,1169,0.266484508,9159,33.33009709,61,NA,5126
756,11,2017,2017-18,3940,0.401286382,22448,35.92307692,45,NA,9268
757,11,2017,2017-18,3266,0.358924492,NA,34.24528302,75,NA,9072
762,11,2017,2017-18,800,0.293452695,833,42.25806452,60,5.935483871,3028
765,11,2017,2017-18,2894,0.374940868,2055,55,115,NA,6637
801,11,2017,2017-18,426,0.358978759,1152,40.23809524,45,5,1259
813,11,2017,2017-18,1198,0.28295259,561,54.46428571,90,3.178571429,4309
814,11,2017,2017-18,1151,0.339805549,579,74.09090909,100,4.878787879,3254
